#DDB;#CAS;NAME_DDB;NAME_UD;disp. e/kB [K];Mainclass
44566;;1,3-Dinonylimidazolium bis(trifluoromethylsulfonyl)imide;;;
44567;;1,3-Dioctylimidazolium bis(trifluoromethylsulfonyl)imide;;;
44568;;1,3-Diheptylimidazolium bis(trifluoromethylsulfonyl)imide;;;
44574;;Trioctylmethylphosphonium bis(trifluoromethylsulfonyl)imide;;;
44577;917956-73-1;1-Allyl-3-methylimidazolium dicyanamide;;;
44588;;gamma-Butyrolactamium acetate;;;
44589;;gamma-Butyrolactamium hexanoate;;;
44591;;epsilon-Caprolactamium acetate;;;
44592;;epsilon-Caprolactamium hexanoate;;;
44630;;Tris(ethylenediamine) cobalt(III) bromide;;;
44642;;1,3-Dihexylimidazolium bis(trifluoromethylsulfonyl)imide;;;
44644;;1-Undecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide;;;
44646;;1-Heptyl-3-methylimidazolium chloride;;;
44664;;1-Butyl-3-methylimidazolium 4,5-dicyano-2-(trifluoromethyl)imidazolide;;;
44676;27638-00-2;Mixture of Dilaurin isomers;;;
44677;27215-38-9;Monolaurin (isomer not specified);;;
44709;13353-03-2;Trimethylene glycol dimethyl ether;;;
44727;951021-12-8;1,3-Dihydroxyimidazolium bis(trifluoromethylsulfonyl)imide;;;
44763;;1-Methylimidazolium bis(trifluoromethylsulfonyl)imide;;;
44764;792188-85-3;Diethylmethylsulfonium bis(trifluoromethylsulfonyl)imide;;;
44811;;1,2-Butanediol- d2;;;
44812;;1,2-Hexanediol- d2;;;
44835;;1-Hexyl-3-methylimidazolium tricyanomethide;;;
44836;;1-Octyl-3-methylimidazolium tricyanomethide;;;
44849;94280-72-5;N-Butyl-N-methylpiperidinium bromide;;;
44850;54644-39-2;N-Ethyl-N-methylpiperidinium bromide;;;
44949;;1-(1-Methyl-2-piperidinyl)acetone;;;
44975;;Silver(I)/propylamine bis(trifluoromethylsulfonyl)imide;;;
45087;;1-Butyl-3-methylimidazolium L-valine salt;;;
45088;;1-Butyl-3-methylimidazolium L-leucine salt;;;
45154;;Methyl triethyl ammonium tosylate;;;
45155;;Methyl tributyl ammonium tosylate;;;
45156;;Methyl tripentyl ammonium tosylate;;;
45157;;Methyl trihexyl ammonium tosylate;;;
45158;;1,3-Dimethylimidazolium n-octylsulfate;;;
45162;;1-Hexyl-3-methylimidazolium glutamate;;;
45304;;4-(3-Hydroxypropyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)imide;;;
45426;;Yttrium (III) nitrate tris(tributyl phosphate);;;
45427;;Lutetium (III) nitrate tris(tributyl phosphate);;;
45739;;1,4-Bis[N-(N'-methylimidazolium)]butane dibromide;;;
45802;;Triethyl octyl phosphonium bis(trifluoromethylsulfonyl)imide;;;
46217;1124-64-7;N-Butylpyridinium chloride;;;
46218;479500-35-1;1-Butyl-1-methylpyrrolidinium chloride;;;
46354;;1-Butyl-4-methylpyridinium tricyanomethanide;;;
46373;;Ethyl N,N,N-tributylglycinium bromide;;;
46381;;1-Butyl-3,5-dimethyl-2-pentylpyridinium dicyanamide;;;
46426;;1-Butyl-3-methylimidazolium dihydrogenphosphate;;;
46438;;N-(2-Hydroxyethyl)-N,N-dimethyl-N-pentylammonium bis(trifluoromethylsulfonyl)imide;;;
46521;5922-92-9;Tetrahexylammonium chloride;;;
46554;;N-Benzyl-N-methylmorpholinium bis(trifluoromethylsulfonyl)imide;;;
46555;;N-Allyl-N-methylmorpholinium bis(trifluoromethylsulfonyl)imide;;;
46587;;1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluorotetradecane;;;
46625;65756-41-4;N-Ethyl-N-methylmorpholinium bromide;;;
46657;26898-17-9;Dibenzyltoluene - isomeric mixture;;;
46660;;Perhydrodibenzyltoluene - isomeric mixture;;;
46666;;Octahydrodibenzyltoluene - isomeric mixture;;;
46667;;Dodecahydrodibenzyltoluene - isomeric mixture;;;
46668;;Tridecahydrodibenzyltoluene - isomeric mixture;;;
47140;;1-Dodecyl-3-methylimidazolium perfluorobutanesulfonate;;;
47197;;1-Decyl-3-methylpyridinium bis(trifluoromethylsulfonyl)imide;;;
47198;;1-Dodecyl-3-methylpyridinium bis(trifluoromethylsulfonyl)imide;;;
47199;;1-Tetradecyl-3-methylpyridinium bis(trifluoromethylsulfonyl)imide;;;
47200;80806-68-4;1H,1H,2H,2H,3H,3H-Perfluorononanol;;;
47248;128-50-7;Nopol;;;
47249;128-51-8;Nopyl acetate;;;
47325;;N-Butyl-4-cyanopyridinium tricyanomethanide;;;
48699;324574-91-6;Butyltriethylammonium bis(trifluoromethylsulfonyl)imide;;;
48941;13352-75-5;Tetramethylene glycoldimethyl ether;;;
49094;;Monostearin (isomer not specified);;;
49102;56004-61-6;Perdeutero-o-xylene;;;
49351;4165-57-5;Bromobenzene-d5;;;
49464;;Methyl linoleate <isomer not specified>;;;
49480;;Octyl-triethylphosphonium 2-cyanopyrrolide;;;
49554;;Trihexyl tetradecyl phosphonium benzotriazolide;;;
49556;;Trihexyl tetradecyl phosphonium 1,2,3-triazolide;;;
49558;;Trihexyl tetradecyl phosphonium benzimidazolide;;;
49560;;Trihexyl tetradecyl phosphonium 1,2,4-triazolide;;;
49566;;Tetrabutylphosphonium caproate;;;
49567;;Tetrabutylphosphonium caprylate;;;
49748;;Tricaprylmethylammonium thiocyanate;;;
49753;;1-Methoxyethyl-3-methylimidazolium dicyanamide;;;
50013;;Poly ethylene glycol dimethyl ether 2000;;;
50014;;Poly ethylene glycol dimethyl ether 500;;;
50113;174899-64-0;1-Butyl-3-ethylimidazolium bromide;;;
50445;;n-Decane-1-(14)C;;;
50456;;2-Methyl-(14)C-decalin;;;
50704;;N,N,-Dimethylcyclohexanammonium bicarbonate;;;
50736;;1,3-Diundecylimidazolium bis(trifluoromethylsulfonyl)imide;;;
50863;;1-Vinyl-3-butylimidazolium trichlorobromoferrate;;;
50864;;1-Vinyl-3-pentylimidazolium trichlorobromoferrate;;;
50865;;1-Vinyl-3-hexylimidazolium trichlorobromoferrate;;;
50866;;1-Vinyl-3-octylimidazolium trichlorobromoferrate;;;
50867;;1-Vinyl-3-decylimidazolium trichlorobromoferrate;;;
50868;;1-Vinyl-3-butylimidazolium tetrachloroferrate;;;
50869;;1-Vinyl-3-octylimidazolium tetrachloroferrate;;;
50877;;1-Vinyl-3-(ethyl acetate)imidazolium tetrachloroferrate;;;
50879;;1-Vinyl-3-(ethyl-2-propanoate)imidazolium tetrachloroferrate;;;
51031;;Hexadecyltrimethylammonium bis(trifluoromethylsulfonyl)imide;;;
51236;;Trihexyl tetradecyl phosphonium imidazolide;;;
51550;;1-Butyl-1-methylpiperidinium trifluoromethanesulfonate;;;
51581;;N-Hexylpyridinium nitrate;;;
51641;958445-60-8;1-Benzyl-3-methylimidazolium dicyanamide;;;
52129;;Perfluoroheptane (mixture of isomers);;;
52130;161981-34-6;7,7,8,8,8-Pentafluoro-1-octanol;;;
52132;;1,1,1,2,2-Pentafluoro-n-octane;;;
52510;;1-Methyl-3-propylimidazolium hydrogensulfate;;;
52520;;1-Octyl-3-methylimidazolium glutamate;;;
52824;81505-35-3;1-Ethylimidazolium chloride;;;
52826;;Tetramethylammonium 4-(2-hydroxyethyl)-1-piperazinepropanesulfonic acid;;;
52886;;1-Benzyl-3-vinylimidazolium bis(trifluoromethylsulfonyl)imide;;;
52902;;Trihexyl tetradecyl phosphonium 4-nitropyrazolide;;;
52933;;Trihexyl tetradecyl phosphonium tetrazolide;;;
52990;675-09-2;4,6-Dimethylpyran-2-one;;;
53238;;1-Isobutyl-3-methylpyridinium bis(trifluoromethylsulfonyl)imide;;;
53239;;1-Isobutyl-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)imide;;;
53240;;1-Isobutyl-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide;;;
53460;26171-83-5;(RS)-1,2-Butanediol;;;
53730;30345-49-4;Tetrabutylphosphonium acetate;;;
53732;;Tetrabutylphosphonium butyrate;;;
53997;153-94-6;D-Tryptophan;;;
54351;757212-04-7;1-(2-Hydroxyethyl)-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)imide;;;
54353;;Monopropylene glycol methyl ether acetate;;;
54440;;Diethanolamine butyrate;;;
54515;;Choline phenylalanine;;;
54516;;Choline leucine;;;
54517;;Choline valine;;;
54552;36177-92-1;N-Butyl-2,2,6,6-tetramethylpiperidin-4-amine;;;
54582;;Cholinium perfluoropentanoate;;;
54583;;Cholinium perfluorohexanoate;;;
54584;;Cholinium perfluoroheptanoate;;;
54662;;1-Octyl-3-methylimidazolium perchlorate;;;
55086;;Sodium cyclohexanoate;;;
55264;59765-97-8;4-Ethyl-2-methyl-1,3-dioxolane;;;
55364;;1-Decyl-3-methylimidazolium perfluorobutanesulfonate;;;
55442;845790-13-8;1-Butyl-1-methylpiperidinium chloride;;;
55451;17081-35-5;Butylammonium propanoate;;;
56485;;Aliquat acetate;;;
56566;870296-14-3;1-Hexyl-1-methylmorpholinium bis(trifluoromethylsulfonyl)imide;;;
57518;;Chloropropanol;;;
57584;;N-Ethyl-N-methylpyrrolidinium acetate;;;
57585;;N-Ethyl-N-methylpyrrolidinium trifluoroacetate;;;
57586;;N-Ethyl-N-methylpyrrolidinium hexanoate;;;
57587;;N-Ethyl-N-methylpyrrolidinium adipate;;;
57829;75277-39-3;4-(2-Hydroxyethyl)piperazine-1-ethanesulfonic acid sodium salt;;;
57840;882489-11-4;Tetrabutylphosphonium trifluoroacetate;;;
57841;57702-65-5;Tributyloctylphosphonium bromide;;;
57870;25961-91-5;Triethylene glycol monopentyl ether;;;
57935;70-53-1;DL-Lysine monohydrochloride;;;
57968;6258-73-7;2,4-Diphenyl-4-methylpent-2-ene;;;
57972;598-09-4;2-(Chloromethyl)-2-methyloxirane;;;
57973;621-76-1;1-(Dipropoxymethoxy)propane;;;
57974;628-08-0;Acetic acid but-2-enyl ester (isomer not specified);;;
58035;;Diethyldiiospropylbenzene (isomer not specified);;;
58176;;2-Ethyl-1,1,3,3-tetramethylguanidinium 1-oxyl(radical)-2,2,6,6-tetramethylpiperidin-4-yl sulfate;;;
58177;;1,1,3,3-Tetramethyl-2-propylguanidinium 1-oxyl(radical)-2,2,6,6-tetramethylpiperidin-4-yl sulfate;;;
58179;;2-Butyl-1,1,3,3-tetramethylguanidinium 1-oxyl(radical)-2,2,6,6-tetramethylpiperidin-4-yl sulfate;;;
58296;;1-Butyl-3-(3-pentyl)imidazolium bis{(trifluoromethyl)sulfonyl}imide;;;
58452;;Disodium hydrogen sodium dihydrogen phosphate;;;
58977;;Methyldihydrojasmonate;;;
58978;127-42-4;Methyl ionone;;;
58986;355-86-2;Tris(2,2,3,3,4,4,5,5-octafluoropentyl) phosphate;;;
59130;;1-(3-Hydroxypropyl)pyridinium dicyanamide;;;
59559;99569-11-6;Glycerol formal;;;
59901;;Trihexyl(tetradecyl)phosphonium 2-(cyano)pyrrolide;;;
60045;29515-77-3;Tetrabutylammonium butyrate;;;
60171;;Trihexyl tetradecyl phosphonium 6-bromobenzimidazolide;;;
60192;;Tris(1,10-phenanthroline) iron(II) bromide;;;
60194;;Tris(1,10-phenanthroline) cobalt(III) bromide;;;
60195;;Tris(1,2-propanediamine) cobalt(III) bromide;;;
60196;;Tris(2,2'-bipyridyl) iron(II) bromide;;;
60371;;Methyl Perfluoroheptenyl Ether;;;
60529;7672-76-6;1,4-Bis(2-hydroxypropyl)-piperazine;;;
60653;135590-91-9;Mefenpyr-diethyl;;;
60673;;(S)-Mefenpyr-diethyl;;;
60750;;Tris(2-hydroxyethyl)ammonium hydrogensulfate;;;
60751;21071-31-8;Tris(2-hydroxyethyl)ammonium dihydrogen phosphate;;;
60777;;N-butyl-L-leucine ethyl ester bromide;;;
60778;;N-butyl-L-leucine ethyl ester tetrafluoroborate;;;
60779;;N-butyl-L-leucine ethyl ester hexafluorophosphate;;;
60863;;Tributyldodecylphosphonium bis(trifluoromethanesulfonyl)amide;;;
60864;855788-71-5;Tributyltetradecylphosphonium bis(trifluoromethanesulfonyl)amide;;;
60865;;Tributylhexadecylphosphonium bis(trifluoromethanesulfonyl)amide;;;
60866;638989-30-7;Tributyldodecylphosphonium tetrafluoroborate;;;
60867;638989-29-4;Tributylhexadecylphosphonium tetrafluoroborate;;;
60905;;N-Benzyl-N-dimethyl-N-tetradecylammonium vanilliate;;;
60907;;1-Butyl-3-ethylimidazolium dicyanamide;;;
60922;;1-(4-Methoxy-4-oxobutyl)-3-methylimidazolium dicyanamide;;;
60923;;Choline dicyanamide;;;
60934;73016-18-9;N-Methyl-N-butyl-N,N-di(hydroxyethyl)ammonium bromide;;;
60935;;N-Methyl-N-hexyl-N,N-di(hydroxyethyl)ammonium bromide;;;
60936;;N-Methyl-N-octyl-N,N-di(hydroxyethyl)ammonium bromide;;;
60937;113402-34-9;N-Methyl-N-decyl-N,N-di(hydroxyethyl)ammonium bromide;;;
60938;;Dibutyl-bis(2-hydroxyethyl)azanium bromide;;;
60941;;1-(3-Hydroxypropyl)-3-methylimidazolium dicyanamide;;;
60942;;1-(3-Hydroxypropyl)-1-methylmorpholinium dicyanamide;;;
60987;;Trihexyl tetradecyl phosphonium 1-octanesulfonate;;;
60988;;1-Propanenitrileimidazolium  bis(trifluoromethylsulfonyl)imide;;;
60990;;3-(4-Methoxy-4-oxobutyl)-1-methylimidazolium  bis(trifluoromethylsulfonyl)imide;;;
60999;;Trihexyl tetradecyl phosphonium thiocyanate;;;
61000;;Trihexyl tetradecyl phosphonium salicylate;;;
61001;;N-(3-Cyanopropyl)pyridinium dicynamide;;;
61002;;N-(3-Cyanopropyl)-N-methylpyrrolidinium dicynamide;;;
61083;;1,3-Didecyl-2-methylimidazolium dicyanamide;;;
61419;647-25-6;1,8-Dichloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-hexadecafluorooctane;;;
61426;;1-Octylpyridinium dicyanamide;;;
61427;;1-Benzyl-3-methylimidazolium ethylsulfate;;;
61461;112400-85-8;1-Butyl-2-methylpyridinium chloride;;;
61462;623-87-0;Glycerol-1,3-dinitrate;;;
61463;621-65-8;Glycerol-1,2-dinitrate;;;
61500;;Cholinium levulinate;;;
61503;;Cholinium glutarate;;;
61511;;Cholinium succinate;;;
61645;;1-Propyl-3-methylimidazolium dicyanamide;;;
62870;;Diethylammonium propionate;;;
63702;;1-Ethyl-3-octylimidazolium bromide;;;
63703;;1-Ethyl-3-hexylimidazolium bromide;;;
63704;;1,3-Diethylimidazolium bromide;;;
63942;34283-61-9;Tetrabutylammonium pentanoate;;;
63943;66009-05-0;Tetrabutylammonium hexanoate;;;
63945;34283-62-0;Tetrabutylammonium heptanoate;;;
63946;50886-54-9;Tetrabutylammonium octanoate;;;
63947;34283-64-2;Tetrabutylammonium decanoate;;;
63994;20439-47-8;(-)-trans-1,2-Diaminocyclohexane;;;
64347;;1-Methyl-3-undecylimidazolium chloride;;;
64557;;N-Triethyl-N-octylammonium bis(fluorosulfonyl)imide;;;
65119;;Dimethyldodecylphenoxyethylammonium bis(trifluoromethylsulfonyl)imide;;;
65120;;Dimethyldodecylphenoxyethylammonium dicyanamide;;;
65123;;2-Ethoxy-2-oxyethyl-tributylphosphonium bromide;;;
65301;;Cholinium pentanoate;;;
65686;;Tetrabutylphosphonium bis(trifluoromethylsulfonyl)imide;;;
65758;7659-86-1;Thioglycolic acid 2-ethylhexyl ester;;;
65767;;9-Formyloxy octadecanoic acid;;;
65819;;4-(Triethylammonio)butane-l-sulfonate;;;
65820;;3-(Tributylammonio)propane-l-sulfonate;;;
65825;;3-(Trihexylammonio)propane-l-sulfonate;;;
65827;;4-(Trihexylammonio)butane-l-sulfonate;;;
65835;;1-Butyl-3-methylimidazolium L-lysinate;;;
65852;;1-Ethyl-3-ethylimidazolium acetate;;;
70614;;N-ethyl-2-hydroxyethylammonium propionate;;;
70643;5953-49-1;Acetic acid hexan-2-yl ester;;;
71195;54334-64-4;N,N-Diethyl-1-undecanamin;;;
71374;;1-Hexyl-1-methylmorpholinium tricyanomethanide;;;
71916;;1-(3-Cyanopropyl)-1-methylpyrrolidinium thiocyanate;;;
73671;;N-(3-Hydroxypropyl)-2-methylpyridinium chloride;;;
73672;;N-(3-Hydroxypropyl)-3-methylpyridinium chloride;;;
73674;186000-74-8;N-(3-Hydroxypropyl)-4-methylpyridinium chloride;;;
73691;;Trihexyl tetradecyl phosphonium 3-methyl-5-trifluoromethyl-pyrazolide;;;
73693;;Trihexyl tetradecyl phosphonium 3-(trifluoromethyl)pyrazolide;;;
73694;;Trihexyl tetradecyl phosphonium 2-(methylthio)benzimidazolide;;;
73696;;Tributyl octadecyl phosphonium 2-cyanopyrrolide;;;
73697;;Trihexyl tetradecyl phosphonium 5-cyanoindolide;;;
73720;;Choline heptanoate;;;
73786;;Dimethyldodecylbenzylammonium bis(trifluoromethylsulfonyl)imide;;;
73787;;Dimethyldodecylbenzylammonium dicyanamide;;;
73932;71501-52-5;Choline octanoate;;;
74037;;1-(2-Ethoxyethyl)-3-methylimidazolium chloride;;;
74066;;N-Hexyl-3-methylpyridinium dicyanamide;;;
74067;;N-Octyl-3-methylpyridinium dicyanamide;;;
74068;;N-Decyl-3-methylpyridinium dicyanamide;;;
74107;26402-26-6;Glyceryl monocaprylate;;;
74220;;1-(3-Hydroxypropyl)-3-methylimidazolium chloride;;;
74273;;Potassium bis(alkylpolyoxyethylene)phosphate (Oxyphos B);;;
74274;;Alkylbenzyldimethylammonium chloride (Catamine AB);;;
74449;53716-82-8;(1S,5R)-6,8-Dioxabicyclo(3.2.1)octan-4-one;;;
74456;127087-87-0;Tergitol (TM) NP-10;;;
74623;7660-25-5;D-Fructose;;;
75681;;Cholinium laurate;;;
75721;;N-Hexyl-N-methylpiperidinium bromide;;;
75722;;N-Octyl-N-methylpiperidinium bromide;;;
75725;;Cholinium trifluoroacetate;;;
75726;;Cholinium perfluoropropanoate;;;
75727;;Cholinium perfluorobutanoate;;;
75757;;1-Butyl-3-chloropyridinium dicyanamide;;;
75758;;1-Butyl-3-aminopiridinium dicyanamide;;;
75759;;1-Butyl-3-cyanopyridinium dicyanamide;;;
75764;;Tributylethylphosphonium bis(trifluoromethylsulfonyl)imide;;;
75765;;Tributylethylphosphonium hexafluoroacetylacetonate;;;
75766;;Tributylethylphosphonium benzoyltrifluoroacetonate;;;
75767;;Tributylethylphosphonium thenoyltrifluoroacetonate;;;
75768;;1-(3-Hydroxypropyl)-1-methylpyrrolidinium thiocyanate;;;
75769;;1-(3-Hydroxypropyl)-1-methylpiperidinium thiocyanate;;;
75770;;1-(3-Cyanopropyl)-1-methylpiperidinium thiocyanate;;;
75893;;Choline decanoate;;;
75924;;1-Methyl quininium methylsulfate;;;
75925;;N,N,N-Trimethyl-L-valinolium iodide;;;
75926;;N,N,N-Trimethyl-L-valinolium methylsulfate;;;
75927;;N,N-Dimethyl-L-proline methyl ester iodide;;;
75928;;N,N-Diethyl-L-proline ethyl ester bromide;;;
75981;;N-Hydroxyethylpyridinium tricyanomethanide;;;
75982;;N-Hydroxypropylpyridinium tricyanomethanide;;;
77659;;Tetrabutylammonium valinate;;;
77734;;Potassium thioantimonate;;;
78076;;1,4-Bis[N-(N'-methylpyrrolidinium)butane dibromide;;;
78077;;1,4-Bis[N-(N'-methylmorpholinium)butane dibromide;;;
78078;;1,4-Bis[(hydroxyethyl)-dimethylammonium]butane dibromide;;;
78398;;4-(3-Cyanopropyl)-4-methylmorpholinium tricyanomethanide;;;
78399;;4-(3-Hydroxypropyl)-4-methylmorpholinium tricyanomethanide;;;
78429;;Tetrabutylammonium L-leucinate;;;
78430;;Tetrabutylammonium L-serinate;;;
78431;;Tetrabutylammonium L-glutamate;;;
78432;;Tetrabutylammonium L-histidinate;;;
78433;;Tetrabutylammonium L-phenylalaninate;;;
78689;;Monoethanolammonium dihydrogencitrate;;;
78690;;Diethanolammonium dihydrogencitrate;;;
78691;;Triethanolammonium dihydrogencitrate;;;
78692;;Monoethanolammonium dihydrogen phosphate;;;
78693;;Diethanolammonium dihydrogen phosphate;;;
78694;;Monoethanolammonium hydrogen sulfate;;;
78695;;Diethanolammonium hydrogen sulfate;;;
78886;;1-Ethyl-3-methylimidazolium beta- alaninate;;;
78891;;1-Ethyl-3-methylimidazolium glycolate;;;
79019;;Hexyl-dioxyethyl-alpha-D-xyloside;;;
79020;;Heptyl-dioxyethyl-alpha-D-xyloside;;;
79021;;Octyl-dioxyethyl-alpha-D-xyloside;;;
79022;;Nonyl-dioxyethyl-alpha-D-xyloside;;;
79023;;Decyl-dioxyethyl-alpha-D-xyloside;;;
79024;;Dodecyl-dioxyethyl-alpha-D-xyloside;;;
79205;;Tetrabutylammonium dicyanamide;;;
79356;9002-93-1;Triton X-305;;;
79793;;1-Hexyl-1-methylmorpholinium bis(fluorosulfonyl)imide;;;
79794;;N-Octylisoquinolinium bis(fluorosulfonyl)imide;;;
79821;;Tetrabutylammonium L-prolinate;;;
79831;;Amyl acetates (mixture of isomers);;;
79832;;Amyl alcohols;;;
79871;;gamma-Butyrolactamium butyrate;;;
80384;;8-Ethyl-1,8-diazabicyclo[5.4.0]undec-7-ene hydroxyde;;;
81723;;N-(3-Cyanopropyl)-pyridinium tricyanomethanide;;;
81763;;1-Octyl-3-methylimidazolium L-valine salt;;;
81764;;1-Octyl-3-methylimidazolium L-lysinate;;;
81765;;1-Octyl-3-methylimidazolium L-leucine salt;;;
81910;262297-14-3;1-Ethyl-3-methylimidazolium dihydrogenphosphate;;;
82010;;4-(1-Vinylimidazolium-3-yl)butane-1-sulfonate;;;
82011;;4-(1-Methylyprrolidinum-1-yl)butane-1-sulfonate;;;
82012;;4-(1-Ethylpiperidinium-1-yl)butane-1-sulfonate;;;
82074;;Cholinium bis(2,4,4-trimethylpentyl)phosphinate;;;
82864;14861-06-4;Ethenyl (E)-but-2-enoate;;;
82874;;AMSCO 125-90 W;;;
82913;16690-40-7;Ascorbyl laurate;;;
84029;;Tetrabutylammonium D-phenylalaninate;;;
84052;;Tetrabutylammonium L-alanine;;;
84058;;Tetrabutylammonium L-argininate;;;
84061;;Di(tetrabutylammonium) L-glutamate;;;
86500;7365-45-9;4-(2-Hydroxyethyl)piperazine-1-ethanesulfonic acid;;;
87023;;1-Butyl-2,3-dimethylimidazolium ferric tetrachloride;;;
87581;;1-Hexyl-3-methylimidazolium dihydrogenphosphate;;;
88088;26576-84-1;1-Butyl-2-methylpyridinium bromide;;;
88091;;N-(2-Oxybutyl)-2-methylpyridinium chloride;;;
88092;;N-(2-Oxybutyl)-3-methylpyridinium chloride;;;
88093;;N-(2-Oxybutyl)-4-methylpyridinium chloride;;;
88452;53448-07-0;2(E)-Undecenal;;;
89347;;1-(3-Hydroxypropyl)-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide;;;
89349;757212-03-6;N-(2-Hydroxyethyl)-N-methylpiperidinium bis[(trifluoromethyl)sulfonyl]imide;;;
89354;868742-24-9;N-(2-Hydroxyethyl)-N-methylmorpholinium bis[(trifluoromethyl)sulfonyl)]imide;;;
89355;;N-Butylpyridinium tricyanomethanide;;;
89356;;N-Hexylpyridinium tricyanomethanide;;;
89357;;N,N,N-Triethyl-N-hexylammonium trifluoromethanesulfonate;;;
89381;;N,N,N-Triethyl-N-hexylammonium tricyanomethanide;;;
89382;74908-11-5;N,N,N-Triethyl-N-octylammonium tricyanomethanide;;;
89383;820972-37-0;N-(Cyanopropyl)pyridinium bis[(trifluoromethyl)sulfonyl]imide;;;
89467;35733-58-5;Tetrabutylammonium formate;;;
90190;25321-14-6;Dinitrotoluene;;;
90604;927-68-4;2-Bromoethyl acetate;;;
90740;;Mononitrotoluene (mixture of isomers);;;
90974;;Dibutylethylethanolammonium bromide;;;
90975;;Tributylethanolammonium bromide;;;
90983;;Tetra-n-butylphosphonium-2,4,6-trimethylbenzenesulfonate;;;
90984;;Tetra-n-butylphosphonium-2,4-dimethylbenzenesulfonate;;;
90985;;Tetra-n-butylammonium-2,4,6-trimethylbenzenesulfonate;;;
91212;;Triethanolamine butyrate;;;
91517;;1-Ethyl-3-methylimidazolium n-decylsulfate;;;
91518;;1-Ethyl-3-methylimidazolium n-dodecylsulfate;;;
93228;;O-(1-Oxyl(radical)-2,2,6,6-tetramethylpiperidin-4-yl)-1-(2-carboxyethyl)-3-methylimidazolium L-prolinate;;;
93229;;O-(1-Oxyl(radical)-2,2,6,6-tetramethylpiperidin-4-yl)-1-(3-carboxypropyl)-3-methylimidazolium L-prolinate;;;
93230;;O-(1-Oxyl(radical)-2,2,6,6-tetramethylpiperidin-4-yl)-1-(4-carboxybutyl)-3-methylimidazolium L-prolinate;;;
93777;6130-87-6;Tetramethyl-2-tetrazene;;;
48;506-77-4;;CYANOGEN_CHLORIDE;93.3282;no_classes_defined_in_substances.txt
139;75-44-5;;PHOSGENE;78.729225;Carbonate
199;76-02-8;;TRICHLOROACETYL_CHLORIDE;91.30371429;no_classes_defined_in_substances.txt
215;76-11-9;;1,1,1,2-TETRACHLORODIFLUOROETHANE;94.285225;HalogenatedHydrocarbon
271;92-87-5;;BENZIDINE;111.4024333;Amine
272;79-04-9;;CHLOROACETYL_CHLORIDE;86.12384;no_classes_defined_in_substances.txt
299;101-68-8;;DIPHENYLMETHANE-4,4'-DIISOCYANATE;94.97706842;otherNitrogenCompounds
312;1459-93-4;;DIMETHYL_ISOPHTHALATE;95.73225714;Ester
357;2004-70-8;;TRANS-1,3-PENTADIENE;117.11246;Alkene
363;624-22-6;;2-METHYL-1-HEXANOL;102.7646889;Alcohol
366;689-97-4;;VINYLACETYLENE;91.76705;no_class_defined_in_mainclasses.txt
375;624-83-9;;METHYL_ISOCYANATE;63.835825;otherNitrogenCompounds
386;78-90-0;;1,2-PROPANEDIAMINE;104.7523;Amine
390;96-18-4;;1,2,3-TRICHLOROPROPANE;109.97785;HalogenatedHydrocarbon
393;108-01-0;;DIMETHYLETHANOLAMINE;84.7522;no_class_defined_in_mainclasses.txt
4161;506-96-7;;ACETYLBROMIDE;;Acids
7842;507-02-8;;ACETYLIODIDE;;no_classes_defined_in_substances.txt
1010;507-19-7;;2-BROMO-2-METHYLPROPANE;;HalogenatedHydrocarbon
1572;1679-07-8;;CYCLOPENTANETHIOL;;Thiol
415;605-02-7;;1-PHENYLNAPHTHALENE;117.465;Alkane
1656;7133-36-0;;CYCLOPENTYL-1-THIAETHANE;;Thioether
7845;2039-88-5;;O-BROMOVINYLBENZENE;;no_class_defined_in_mainclasses.txt
3303;103-63-9;;2-BROMOETHYLBENZENE;;HalogenatedHydrocarbon
473;103-29-7;;1,2-DIPHENYLETHANE;117.2131857;Alkane
478;3048-64-4;;VINYLNORBORNENE;116.4857222;Alkene
480;16219-75-3;;5-ETHYLIDENE-2-NORBORNENE;116.4857222;Alkene
6805;506-68-3;;CYANOGENBROMIDE;;no_classes_defined_in_substances.txt
